reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
de9cb289-cf86-4891-906f-3c749e851b0f,تيم العمري,https://play-lh.googleusercontent.com/a/ACg8ocLc_NZLHxXc_WnWS2JPyNpEzlxqkU7ULbekRzzeP_LFz9_FCQ=mo,الموقع جميل ومميز ولكن عندما تتصفح به يضهر لك صور لا أخلاقية والشي الثاني عندما تأتي تطلب وتستعمل طريقة الدفع عند الاستلام يزداد على طلب 5دنانير وهذا الشي ليس مليح ارجو ان تكون نصيحه لتطبيق ارجو حل المشكله بسرعه,1,779,2.51.0,2024-03-16 06:18:07,,,2.51.0
ab68a5a4-fdbf-44cc-9b95-4f4d6ac31f58,Sarab Alaws,https://play-lh.googleusercontent.com/a/ACg8ocJlyQUYtE6Ehzktzd7hucOGeN6K9TBBPLZ0FKDs08CtLSUIlA=mo,أعجبني كثيراً بصراحة هذه اول مرة اتسوق من برنامج عبر النت لم أتخيل أن تكون جودة البضاعة بهذه الجودة الرائعة والممتازة أنصح به بشدة أعتقد انه أفضل برنامج للتسوق🥰 طلبت مرتين واجهز الثالثة😉بالفعل أحببت كثيراً😍,5,180,2.56.0,2024-04-01 12:33:53,,,2.56.0
e38ab6ed-6b73-45e8-b5ce-80e009154c83,Amr Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocIb9Ty52PR14W2VsN7lonAeaeOEp1-IfyBtPGS3ue8Qgadfag=mo,موقع احتيالي بيقدم عروض وهمية وأسعاره مبالغ فيها جدا وجودة المنتجات سيئه جدا جدا لا تستحق تلك الأسعار انصح بعدم تحميله نهائي تطبيق غير صادق يرسل ايميل مبروك كسبت وهدايا لكن تبقى على الاختيار الاخير ولا يتم تسليم الهدايا بالعكس يتم التلاعب بالعميل لتحقيق دعاية كاذبة للتطبيق,1,322,2.51.0,2024-03-17 02:52:18,"Hello, thank you for reaching out. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. If you have any further questions, please don't hesitate to contact us through Temu.com or the Temu app's live chat. We are here to assist you in finding a resolution. Best wishes, Temu Team",2024-03-20 13:09:48,2.51.0
88b2d29e-d9c0-4c13-beaf-5c9f62385bcf,Malek Mo,https://play-lh.googleusercontent.com/a/ACg8ocKc_w5OsbzrBo5lLeW4E4eZGD89nQG4k-QUXoKFTKV0qw_Seg=mo,تجربة سيئة للغاية لا توجد مصداقية أنصح بعد تحميل التطبيق نصب في جوده المنتجات وايضا يطلبون منك عمل مشاركات وتحصل علي هدايا ... وهذا كذب طبعا.,1,128,2.57.1,2024-04-06 16:04:40,,,2.57.1
ed698279-29f3-425e-9c80-b6a2a283e1c4,سليمان شوعي,https://play-lh.googleusercontent.com/a-/ALV-UjVUKlOzV_Hvr48sh7ZXrhYHDerur3QrJ8hhELUXMYhlQ0eGs8I7Zg,ممتاز للغاية انصح بتحميله والاستفادة منه شكرا لكم على هذا التطبيق بس في ملاحظه بسيطه طلبت طلبية عباره عن سماعات بلوتوث وساعة يد كلها ممتازه في غاية الروعة لكن هناك اثناء شحن في سيارة بعض هذي المنتجات اجتت في كرتين معكسه بسبب شحن البضاعه فوق بعض وهذا بحد ذاته غلط ربنا يحفظكم ويبارك فيكم بضاعتكم كلها ممتازه للغاية اهم شي اثنا تحميل يجيب عدم تراكم البضاعه فوق بعض لانه يسبب في كسر بعض المنتجات اثناء تحميل في سياره أو الباص وشكرا لكم الف شكر,5,186,2.55.0,2024-03-29 23:36:12,,,2.55.0
2f60bbe7-0295-4364-8f84-42e9a44d44c6,‪July JMM (Jomana M)‬‏,https://play-lh.googleusercontent.com/a-/ALV-UjXa1vMo44Ain_R4F-BJu9w_WC2MpLU_H4zGCr5jqWl1PMtRX21kGg,لم يعد هناك عروض جيدة والعميل القديم لايتم التعامل معه مثل العميل الجديد للاسف .. من ناحية العروض والقسائم انا عميل قديم وكل ما اقوم بطلب قسيمة يتم الرفض من قبل موظف خدمة العملاء .. وصديقتي قامت بإنزال التطبيق حديثا يتم اعطائها قسائم خصم لماذا تتعاملون مع العملاء المخلصين هكذا ؟؟ .. انا لم اعد استمتع بالتسوق معكم للاسف,1,167,2.51.0,2024-03-15 09:03:13,,,2.51.0
a9e427f2-0b31-4d88-b5f3-9d3af4bd73d7,A H,https://play-lh.googleusercontent.com/a-/ALV-UjUn1KQj1kk5AF6nG9pZ8wpE_Zw_dYLk_IcNm1V9REhLmQYEoEFZ,مزعج يظهر في التطبيقات على شاشة الهاتف بشكل متكرر كل دقيقة . والبضاعة سيئة,1,253,2.47.5,2024-03-03 23:39:52,,,2.47.5
e692eb49-235e-420c-ad97-a2f7c7103a82,Rama Mahmuod,https://play-lh.googleusercontent.com/a-/ALV-UjWZgQP5hz_Prx0ywGT03wid9ioQ53XDVrY3QTLQ8PLrpi9BsxkXxQ,بضائع مختلفه تماما. عن الصور. صناعة رديئه جدا جدا. سوف تنصدم عند وصول الطلب. الاسعار جدا مرتفعه بنسبة لردائة. المنتجات لا أنصح نهائيا به,1,261,2.52.0,2024-03-20 21:54:56,,,2.52.0
dee1dbac-010e-4c5c-858e-af270b6fc9aa,mustafa aljanaahi,https://play-lh.googleusercontent.com/a/ACg8ocLy4yDwp8VMnBt23PzUVvj_2OaIlC_arwi5nfIC-je1Z7DkPQ=mo,برنامج جيد لكن الحذر من بعض المشتريات لأنها في الصوره ممتازة لكن عند الاستلام يكون بشكل مغاير جدا عن الصوره,3,16,2.61.0,2024-04-23 21:01:38,مرحبًا، شكرًا للتسوق على Temu! يقدم برنامج حماية المشتريات في Temu المبالغ المستردة بالكامل في حالة عدم وصول المنتجات الخاصة بك، أو وصولها تالفة، أو عدم تطابقها مع الوصف أو الصور (https://www.temu.com/temu-purchase-protection.html). إذا كنت بحاجة إلى مزيد من المساعدة، يرجى مراسلتنا عبر الدردشة المباشرة في موقع Temu.com أو تطبيق Temu,2024-04-26 07:34:53,2.61.0
280e4f4e-7c4d-4d65-a8e0-b974575d7aff,علي يوسف Ali Youssef,https://play-lh.googleusercontent.com/a/ACg8ocKXs4iyI2dzYL8Mm88W6O2OWgVtpkEOcUBQzVu4T3u4y-gzw81b=mo,أجمل و أصدق تطبيقات التسوق اونلاين .سرعة بالشحن المجاني دقة بالمواعيد . أسعار ممتازة . سلع بمواصفات رائعة . فقط نحتاج عروض للزبائن القدامي . لان كل العروض للجدد .,5,287,2.49.0,2024-03-06 10:23:08,,,2.49.0
156502f1-8798-465d-b7d1-205f8a7a921c,haron rasheed,https://play-lh.googleusercontent.com/a/ACg8ocKQWVJ90RmdbSALVVc9Wk3_Gc1bKam4dMfCaspUCk7fAcfGBg=mo,تطبيق غير صادق ارسلت التطبيق لا اكثر من ٢٠ من اصدقائي بغرض الحصول على الهدايا ولكن وصلت الى انه يخصم على كل صديق ٢هلله في عملية الغاية منها الحصول على اكبر شريحة مشاركه دون الحصول على الهدايا لا انصح بتحميلة,1,113,2.51.0,2024-03-17 08:32:16,"Hello, thank you for reaching out and we are sorry that you are experiencing difficulties with our referral rewards program. For help with your referral link or questions about your rewards status, please contact us again through Temu.com or Temu app live chat so we can help you investigate right away. Have a great day! Best wishes, Temu Team",2024-03-20 13:05:01,2.51.0
46a11cb5-55f9-4e6d-8e24-74cba1e466f3,إمام الصعيدي,https://play-lh.googleusercontent.com/a/ACg8ocJcxFMq44CMSa6_zDxJRLUHAzWAxTZ5fjdW-4MtxqxRCISIZg=mo,هناك الكثير من عمليات الخداع والغش داخل التطبيق بمعنى أن الثمن المعروض على المنتج يتغير كلياً عندما تضغط عليه للشراء يزيد أكثر من النصف ولا يوجد دفع عند الإستلام كما تزعمون وهل أنا مجنون حتى أدفع قيمة أشياء لم أراها بعد ومن الممكن أن أقع في فخ الإحتيال ولا يصلني شيء أو تتغير البضاعه المطلوبه وساعتها لن أستطيع استرداد أموالي أو أني سأفقد منها جزءًا كبيرًا,1,358,2.55.0,2024-03-29 08:56:30,,,2.55.0
b6e9b964-1bad-4f7d-8a7d-aa5907d4c37f,آلُميَسترٍۆ 20,https://play-lh.googleusercontent.com/a-/ALV-UjUtNljlR0p5sOS9iGNMsCiqzuabvndDWARRI3Mv278_D_UVidbl,برنامج سيئ فقط يقوم باستغلال المشتركين ونشر الرابط لتحمل اكبر عدد من المشتركين للبرنامج فقد جميع الطلبات ولم استلم اي هديه الرجاء عدم التحميل والحذر فقد يقوم بالنصب والاحتيال,1,2,2.63.0,2024-05-03 21:33:51,,,2.63.0
7f8d929c-2fd6-42ac-bf01-d6f290515310,Rani Salama,https://play-lh.googleusercontent.com/a-/ALV-UjXx-ZX2_NrBQXy9ErHjVnkwGbqhVVMYa9qCBuflcTJJbVAfV9_p,اول مره كان الدفع كاش ممتاز ولأن عندما أن أشتري مره اخر طلب عن طريق الفيزا كارت وأنا لا احمل اي نوع من البطاقات أو الحسابات البنكيه هكذا أصبح التطبيق بنسبه لي بدون فائده,1,11,2.62.0,2024-04-26 17:16:05,,,2.62.0
3bf9a40a-3326-49f7-80bc-e8aca9c13729,عبدالرحمن السفياني,https://play-lh.googleusercontent.com/a-/ALV-UjVyH1w3XdupPn4gKZAybZqoqahQbcXFs2Vcp6DlrjwJqN-ds4BY4w,يجبرونك تسوق لهم وتشارك الرابط والله انه اكثر من ٣٠ شخص سجل عن طريقي وفي الاخير كذبوا علي ولا ارسلوا الهديا المذكوره .. اذا بداية التطبيق كذب ونصب اعتقد ما رح يوصل مستوى علي اكسبرس,1,155,2.49.0,2024-03-07 20:06:11,,,2.49.0
5f89f985-3467-4f1e-a314-39a0352676e0,Salah Abdulwahid,https://play-lh.googleusercontent.com/a/ACg8ocJpdUGgTDTpryHFBWILOMEGjj_c6hZzEu_gc2ALl7-sSGG8Pw=mo,كل شيء ممتاز جداً شهادة لله بس لو تفعلوا خدمة الدفع عند الاستلام نكون لكم من الشاكرين اجيت باخذ ثاني مره طلب ثاني وماقدرت بسبب عدم وجود الدفع عند الاستلام,5,8,2.63.0,2024-05-02 04:19:12,,,2.63.0
289e6fc4-a26d-42fc-8a08-89de9ea38348,Ahmed Mutmi,https://play-lh.googleusercontent.com/a-/ALV-UjVuZ8s9CbiNilnMspzKOj-LHJ3QmA97RDF3joOJJRCsysVQVNCBbw,المقاسات رغم اختلافها في القطع الا انها كانت مناسبة جدا حيث بعضها L وبعضها Xxl الا انها ملائمة جدا وهذا يحسب للتطبيق في ضبط القياس,5,1,2.62.1,2024-05-01 22:38:32,,,2.62.1
2a1e05c3-72ed-4db6-aa84-00a3b0f9a7e2,ABDULAZIZ ALAMRI,https://play-lh.googleusercontent.com/a-/ALV-UjWDeREeW-tGzePH0QNFhRnUBAkEYy9A-eZRVJoq0azb7eH8G4Id,"التوصيل سيء جدا المندوب يختار وقت التوصيل المناسب له وليس المناسب للعميل ، لا يمكنك تقييم موظف التوصيل، لا يمكن التحدث مع إدارته. مما يجعله سيء التصرف لانه يأمن المحاسبة, بصراحة لا انصح بالتعامل معهم نهائياً..",1,13,2.61.0,2024-04-23 13:49:30,,,2.61.0
d843d816-0795-4019-b5c5-9faad1574d3a,Ayman Bashir,https://play-lh.googleusercontent.com/a-/ALV-UjUhkQmIbhg9h8joDHBDInDg2du7g-p5w9T7dJmSxd93S1UnA4OZ,تجربة سيئة للغاية ..كل الاشياء التى اشتريتها غير جيدة الصنع او لا تعمل بصورة صحيحة ..لايستحق نجمة واحدة ولا انصح بالشراء عبر هذا التطبيق المضلل.,1,67,2.57.1,2024-04-17 18:11:58,,,2.57.1
36052bb1-3dfe-491f-903b-a94251cc65b4,Mohammed Mohammed,https://play-lh.googleusercontent.com/a/ACg8ocLnJqrs5byYtt1_UkHB6jRk-3XwSZDXDgZFVVs1-8HTfSsZRA=mo,المنتجات ممتازة. سرعة في توصيل الطلبات. لكن الأسعار تحتاج إلى تخفيض قليلا. تحياتي لكم.,5,55,2.49.0,2024-03-12 17:45:36,,,2.49.0
8c5b7ac4-0764-45d9-9654-054a928d43ec,surf sea,https://play-lh.googleusercontent.com/a-/ALV-UjVIw-ZQyuT_LaFSg04ctKCw3JKKPg2Fl2TUt49HXZu0MF7ImUU8,التطبيق و الاسعار و طرق الدفع و الشحن كلها ممتازة. لكن العروض قليلة و تتشابه مثل اي موقع آخر. يرجى تنقيح العروض كي لا تظهر متكررة و مملة و مزعجة جدا. وهناك نقص في بعض البضائع مثل الولاعة الالكترونية و الصمغ بانواعه و عجينة اللصق ألخ. واللغة العربية مهمة جدا ولو كانت فقط للاعدادات.,5,3881,2.43.0,2024-02-07 02:55:47,,,2.43.0
1da74678-b321-4be8-add6-9b9b7091489d,احلى الاماكن في دبي والامارات,https://play-lh.googleusercontent.com/a-/ALV-UjVa7fWO9p0vbPhdHtt5P4giuB9MXbBqZ5z8kd_cjmwGjvcAb4A,فى مشكله تسويق لما اختار المقاس واختار اللون في شوز يبقى في العرض لكن بعد كده اللي مطلع السعر على سعر ثاني غير سعر العرض يعني مثلا العرض مثلا على 30 او 40 درهم تجي تختار المقاس او اللون مطلعك على السعر 100 او 103 درهم,1,143,2.49.0,2024-03-05 21:14:12,,,2.49.0
d476ff0b-6862-4746-8857-1c4e32c2bc65,Eslam elsaeed,https://play-lh.googleusercontent.com/a-/ALV-UjV4OOsqPfe4c4ZDTGzQbjBWUxt93BYDxYvCf-HPMZ8VxnuLo5vj,برنامج غير صريح وغير واضح يخبرك بأنك حصلت علي 3 منتجات مجانية وبعد تحميل البرنامج واختيار المنتجات يجبرك علي شراء 9 منتجات للحصول منهم علي 3 منتجات مجانية من اختياره هو يرجا التوضيح من البداية وعدم تشتيت المتسوق,1,96,2.57.1,2024-04-03 18:04:46,,,2.57.1
f5fc5430-0364-4138-bd1b-d910416b5638,خوخة عمر,https://play-lh.googleusercontent.com/a-/ALV-UjXK36-SzWKF9CGegV3l-3wECfq8AChax8RWNLVpmGfwJU4EYzj9Fg,عجبني التطبيق منتجات جميلة تستاهل الشراء وعن تجربتي للامانة في مصداقية في التطبيق أن اشتريت عن طريقة الدفع عند الاستلام وكمان اشتريت عن طريقة البطاقة وكلنا الطريقتين متاحة وسهلة حتى الاسترجاع عند تلف المنتج واسترداد المال وصل بسرعة للامانة شكراً لكم,5,2,2.63.0,2024-05-02 01:49:45,,,2.63.0
01c256ac-16ba-4d79-b28d-1f61660855ba,م. حافظ النعيمات,https://play-lh.googleusercontent.com/a-/ALV-UjU5iw926mB_VaIVl2QGKPu9lpYkJN6Rth_Zm1yqFN-6y5lv4ck,موقع ذو مصداقيه شفافية عاليه مريح جداً وآمن في الشراء انا احب التعامل مع تيمو كما اتمنى استمراره على هذا النهج,5,0,2.62.1,2024-05-05 02:22:08,,,2.62.1
84f487a7-104a-49ce-9a60-d514ab4c5804,عبدالسلام حسن,https://play-lh.googleusercontent.com/a-/ALV-UjU7B4bgJa4LXCO3T-f2kQMzBxHTQS4rHrZtxo-FtVR2OQybYH0,تطبيق سيء جدا جدا جدا بعد ما حملناة قال الشبكة بطيئة ولا يريد الفتح لا انصح احدا بتنزيلة ولو في اقل من نجمة لفعلت,1,16,2.58.0,2024-04-15 03:14:34,,,2.58.0
d1b60485-49a4-46d9-952f-c68e8e04abf7,Free Mind,https://play-lh.googleusercontent.com/a-/ALV-UjWTfh6vjCij4LuXFCGwy6Rte4oMxoFtQ1pml-8B7pKF8Zhk6Q-C,انه تطبيق جيد جدا من حيث الاسعار والتصفح وسلالة عمليات الشراء لقد اشتريت بعض الاشياء ولم استلمها حتي الآن عندما تصلني سوف اعود واقيم التطبيق من جديد بخمس نجوم او اقل اولا يجب ان اري جودة المنتجات التي اشتريتها,4,81,2.62.1,2024-04-25 12:31:28,,,2.62.1
